index,input_dataset,dataschema_variable,label:en,description:en,valueType,unit,other_format,Categories::label:en,input_variables,Variable label,Variable description,Coding,Unit (abbreviated),`Mlstr_harmo::comment`,`Mlstr_harmo::status`,Mlstr_harmo::status_detail,Mlstr_harmo::rule_category,Mlstr_harmo::algorithm,comment_question_for_cohort,response_from_cohort
50,BCS,dis_diabetes,Diabetes,Diabetes,integer,,,"0 = No ; 
1 = Yes",B10KHPB03,Health probs since last int/4 yrs ago: (Sugar) Diabetes,"CAPI interview ""Since {automatic generated date of last collection for this CM}, have you had any of the health problems listed on this card? Please include any health problems that had already started before that date. You can tell me which numbers apply."" CMs could pick as many as relevant. Options were: 1. Asthma or wheezy bronchitis
2. Hayfever (seasonal allergic rhinitis) or persistent sneezing/runny nose
(perennial allergic rhinitis)
3. (Sugar) Diabetes
4. Convulsion, fit, epileptic seizure
5. Recurrent backache, prolapsed disc, sciatica or other back problem
6. Cancer or Leukaemia
7. Problems with hearing
8. Problems with speech
9. Problems with eyes (Do not include problems which are resolved by wearing
glasses or contact lenses – e.g. short sightedness, long sightedness or
astigmatism)
10. High blood pressure
11. Heart problems
12. Migraine
13. Eczema or other skin problems
14. Chronic fatigue syndrome(ME)
15. Problems with stomach, bowels or gall bladder 16. Problems with bladder or kidneys
17. Persistent cough/bringing up phlegm
18. Liver disease including viral hepatitis B or C 19. Arthritis
20. Stroke
21. None of these [EXCLUSIVE]
Variable is coded as yes,no for each of the 20 (+1 none of these) health problems. One individual selected don't know so does not have a response for all 21 items.
.","-8=not known
0=no
1=yes",,,complete,compatible,recode,recode(0=0; 1=1; ELSE=NA),,
51,BCS,dis_diabetes_type,Diabetes type,Diabetes type,integer,,,"1 = Type 1 ; 
2 = Type 2 ; 
3 = Other",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
52,BCS,dis_cancer,Cancer,Cancer,integer,,,"0 = No ; 
1 = Yes",B10KHPB06,Health probs since last int/4 yrs ago: Cancer or Leukaemia,"CAPI interview ""Since {automatic generated date of last collection for this CM}, have you had any of the health problems listed on this card? Please include any health problems that had already started before that date. You can tell me which numbers apply."" CMs could pick as many as relevant. Options were: 1. Asthma or wheezy bronchitis
2. Hayfever (seasonal allergic rhinitis) or persistent sneezing/runny nose
(perennial allergic rhinitis)
3. (Sugar) Diabetes
4. Convulsion, fit, epileptic seizure
5. Recurrent backache, prolapsed disc, sciatica or other back problem
6. Cancer or Leukaemia
7. Problems with hearing
8. Problems with speech
9. Problems with eyes (Do not include problems which are resolved by wearing
glasses or contact lenses – e.g. short sightedness, long sightedness or
astigmatism)
10. High blood pressure
11. Heart problems
12. Migraine
13. Eczema or other skin problems
14. Chronic fatigue syndrome(ME)
15. Problems with stomach, bowels or gall bladder 16. Problems with bladder or kidneys
17. Persistent cough/bringing up phlegm
18. Liver disease including viral hepatitis B or C 19. Arthritis
20. Stroke
21. None of these [EXCLUSIVE]
Variable is coded as yes,no for each of the 20 (+1 none of these) health problems. One individual selected don't know so does not have a response for all 21 items.
.","-8=not known
0=no
1=yes",,,complete,identical,recode,recode(0=0; 1=1; ELSE=NA),,
53,BCS,dis_hypercholesteromia,Hypercholesteromia,Hypercholesteromia,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
54,BCS,med_lipid_lowering,Use of lipid lowering medication,Use of lipid lowering medication,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
55,BCS,med_blood_pressure,Use of medication to manage blood pressure,Use of medication to manage blood pressure,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
56,BCS,med_diabetes,Use of medication for diabetes,Use of medication for diabetes,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
57,BCS,cog_depression,Depression,Indicator of whether the participant has ever being diagnosed with depression or not,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
58,BCS,cog_dep_cesd20,CES-D (20 items) score,CES-D (20 items) score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
59,BCS,cog_dep_cesd10,CES-D (10 items) score,CES-D (10 items) score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
60,BCS,cog_dep_malaise,Malaise inventory (9 items) score,Malaise inventory (9 items) score,integer,,,,BD10MAL,(Derived) Total Malaise score (9 questions),(Derived) Total Malaise score (9 questions) . Derived from 9 self-reported questionnaire items.,-8=not enough information,,,complete,compatible,operation,"ifelse(BD10MAL >= 0, BD10MAL, NA)",,
61,BCS,cog_dep_kessler,Kessler psychological distress score,Kessler psychological distress score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
62,BCS,cog_dep_phq9,PHQ-9 score,PHQ-9 score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
63,BCS,cog_mci_mmse_score,MMSE score,MMSE score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
64,BCS,cog_mci_moca_score,MoCa score,MoCa score,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
65,BCS,cog_alzheimers_dementia,Alzheimers/Dementia,Alzheimers/Dementia,integer,,,"0 = Has not been diagnosed with Alzheimers or other dementia;
1 = Has been diagnosed with Alzheimers or other dementia",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
66,BCS,sleep_duration,Usual number of hours of sleep - continuous,Usual number of hours of sleep - continuous,decimal,hours,,,B10HSLEEP,Average number of hours of sleep per night over last 4 weeks,"Average number of hours of sleep per night over last 4 weeks. Self Reported. During the past four weeks, how many hours did you sleep each night on average?","-9=Refused
-8=Not known",,,complete,compatible,operation,"ifelse(B10HSLEEP >= 0, B10HSLEEP , NA)",,
67,BCS,sleep_duration_cat,Usual number of hours of sleep - categorical,Usual number of hours of sleep - categorical,integer,,,"1 = 0 to 6 hours; 
2 = 6.5 hours;
3 = 7 hours;
4 = 7.5 hours;
5 = 8 hours;
6 = 8.5 hours;
7 = 9 hours;
8 = 9.5 hours;
9 = 10 hours or more",B10HSLEEP,Average number of hours of sleep per night over last 4 weeks,"Average number of hours of sleep per night over last 4 weeks. Self Reported. During the past four weeks, how many hours did you sleep each night on average?","-9=Refused
-8=Not known",,,complete,compatible,case_when,"case_when( 
B10HSLEEP >= 0 &B10HSLEEP < 6.25 ~ 1L;
B10HSLEEP >= 6.25 &B10HSLEEP < 6.75 ~ 2L;
B10HSLEEP >= 6.75 &B10HSLEEP < 7.25 ~ 3L;
B10HSLEEP >= 7.25 &B10HSLEEP < 7.75 ~ 4L;
B10HSLEEP >= 7.75 &B10HSLEEP < 8.25 ~ 5L;
B10HSLEEP >= 8.25 &B10HSLEEP < 8.75 ~ 6L;
B10HSLEEP >= 8.75 &B10HSLEEP < 9.25 ~ 7L;
B10HSLEEP >= 9.25 &B10HSLEEP < 9.75 ~ 8L;
B10HSLEEP >= 9.75 ~ 9L;
ELSE ~ NA_integer_)",,
68,BCS,sleep_difficulties,Indicator of whether the participant has difficulties sleeping or not,Indicator of whether the participant has difficulties sleeping or not,integer,,,"0 = Never/Rarely; 
1 = Some difficulties","B10TRBSLP;
B10ENSLP","Frequency of waking and having trouble falling back asleep in last 4 weeks;
Frequency of getting enough sleep to feel rested on waking in last 4 weeks","Frequency of waking and having trouble falling back asleep in last 4 weeks. Self Reported. During the past four weeks, how often did you awaken during your sleep time and have trouble falling back to sleep again? Options were: all of the time, most of the time, a good bit of the time, some of the time, a little of the time, none of the time;
Frequency of getting enough sleep to feel rested on waking in last 4 weeks. Self Reported. During the past four weeks, how often did you get enough sleep to feel rested upon waking in the morning? Options were: all of the time, most of the time, a good bit of the time, some of the time, a little of the time, none of the time","-9=Refused
-8=Not known
1=All of the time
2=Most of the time
3=A good bit of the time
4=Some of the time
5=A little of the time
6=None of the time",,,impossible,incompatible,impossible,"case_when(
is.na(B10TRBSLP) | is.na(B10ENSLP) ~ NA _integer_; 
B10TRBSLP %in% c(5, 6) & B10ENSLP %in% c(5, 6) ~ 0L;
ELSE ~ NA_integer_)",,
69,BCS,sed_beh_tv_week_all,Daily TV viewing during the week,Daily TV viewing during the week,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day","B10Q12A;
B10Q12B","Hours spent watching TV-weekday;
Hours spent watching TV-weekend","Hours spent watching TV-weekday. Self-reported questionnaire ""How many hours do you spend watching television programmes, videos, DVDs or Blu-ray? Please include time spent watching programmes or films on a computer. a) On a typical weekday"". Options were: None, Less than an hour a day, 1 to 2 hours a day, 2 to 3 hours a day, 3 to 4 hours a day, More than 4 hours a day;
Hours spent watching TV-weekend. Self-reported questionnaire ""How many hours do you spend watching television programmes, videos, DVDs or Blu-ray? Please include time spent watching programmes or films on a computer. b) On a typical day at the weekend"". Options were: None, Less than an hour a day, 1 to 2 hours a day, 2 to 3 hours a day, 3 to 4 hours a day, More than 4 hours a day","-9=Not answered
-8=Invalid answer, mulitple responses
-1=Not applicable
1=None
2=Less than an hour a day
3=1 to 2 hours a day
4=2 to 3 hours a day
5=3 to 4 hours a day
6=More than 4 hours a day",,,impossible,incompatible,impossible,impossible,,
70,BCS,sed_beh_tv_week_days,Daily TV viewing during week days,Daily TV viewing during week days,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",B10Q12A,Hours spent watching TV-weekday,"Hours spent watching TV-weekday. Self-reported questionnaire ""How many hours do you spend watching television programmes, videos, DVDs or Blu-ray? Please include time spent watching programmes or films on a computer. a) On a typical weekday"". Options were: None, Less than an hour a day, 1 to 2 hours a day, 2 to 3 hours a day, 3 to 4 hours a day, More than 4 hours a day","-9=Not answered
-8=Invalid answer, mulitple responses
-1=Not applicable
1=None
2=Less than an hour a day
3=1 to 2 hours a day
4=2 to 3 hours a day
5=3 to 4 hours a day
6=More than 4 hours a day",,,complete,compatible,recode,"recode(1=1;
2=1;
3=2;
4=2;
5=3;
6=3;
ELSE=NA)",,
71,BCS,sed_beh_tv_weekend_days,Daily TV viewing during weekend days,Daily TV viewing during weekend days,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",B10Q12B,Hours spent watching TV-weekend,"Hours spent watching TV-weekend. Self-reported questionnaire ""How many hours do you spend watching television programmes, videos, DVDs or Blu-ray? Please include time spent watching programmes or films on a computer. b) On a typical day at the weekend"". Options were: None, Less than an hour a day, 1 to 2 hours a day, 2 to 3 hours a day, 3 to 4 hours a day, More than 4 hours a day","-9=Not answered
-8=Invalid answer, mulitple responses
-1=Not applicable
1=None
2=Less than an hour a day
3=1 to 2 hours a day
4=2 to 3 hours a day
5=3 to 4 hours a day
6=More than 4 hours a day",,,complete,compatible,recode,"recode(1=1;
2=1;
3=2;
4=2;
5=3;
6=3;
ELSE=NA)",,
72,BCS,sed_beh_comp_use,Computer use,Time spent using a computer per day on weekdays excluding computer use at work,integer,,,"1 = 0 to less than 1 hour per day ; 
2 = 1 to less than 2 hours per day ; 
3 = 2 to less than 3 hours per day ; 
4 = 3 to less than 4 hours per day ; 
5 = 4 to less than 5 hours per day ; 
6 = 5 to less than 6 hours per day ; 
7 = 6 to less than 7 hours per day ; 
8 = 7 to less than 8 hours per day ; 
9 = 8 to less than 9 hours per day ; 
10 = 9 to less than 10 hours per day ; 
11 = 10 hours or more per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
73,BCS,sed_beh_video_games,Video games,Time spent playing video games per day,integer,,,"1 = Less than 1 hour per day ; 
2 = 1 to 3 hours per day ; 
3 = More than 3 hours per day","B10Q13A;
B10Q13B","Hours spent playing video games-weekday;
Hours spent playing video games-weekded","Hours spent playing video games-weekday. Self-reported questionnaire ""How many hours do you spend playing electronic games on a computer or games system, such as Wii, Nintendo D-S, X-Box or PlayStation? Please also include time spent playing games on smartphones or tablets. a) On a typical weekday"". Options were: None, Less than an hour a day, 1 to 2 hours a day, 2 to 3 hours a day, 3 to 4 hours a day, More than 4 hours a day;
Hours spent playing video games-weekend. Self-reported questionnaire ""How many hours do you spend playing electronic games on a computer or games system, such as Wii, Nintendo D-S, X-Box or PlayStation? Please also include time spent playing games on smartphones or tablets. a) On a typical weekday"". Options were: None, Less than an hour a day, 1 to 2 hours a day, 2 to 3 hours a day, 3 to 4 hours a day, More than 4 hours a day","-9=Not answered
-8=Invalid answer, mulitple responses
-1=Not applicable
1=None
2=Less than an hour a day
3=1 to 2 hours a day
4=2 to 3 hours a day
5=3 to 4 hours a day
6=More than 4 hours a day",,,impossible,incompatible,impossible,"case_when(
(rowSums(mutate(.,
temp_B10Q13A = case_when(B10Q13A == 1 ~ 0*5;
B10Q13A == 2 ~ 0.5*5;
B10Q13A == 3 ~ 1.5*5;
B10Q13A == 4 ~ 2.5*5;
B10Q13A == 5 ~ 3.5*5;
B10Q13A == 6 ~ 4*5
ELSE ~ NA_real_),

temp_B10Q13B = case_when(B10Q13B == 1 ~ 0.5*2;
B10Q13B == 2 ~ 0.5*2;
B10Q13B == 3 ~ 1.5*2;
B10Q13B == 4 ~ 2.5*2;
B10Q13B == 5 ~ 3.5*2;
B10Q13B == 6 ~ 4*2;
ELSE ~ NA_real_)) %>%
select(temp_B10Q13A, temp_B10Q13B), na.rm = FALSE)/7) < 1 ~ 1L;
(rowSums(mutate(.,
temp_B10Q13A = case_when(B10Q13A == 1 ~ 0*5;
B10Q13A == 2 ~ 0.5*5;
B10Q13A == 3 ~ 1.5*5;
B10Q13A == 4 ~ 2.5*5;
B10Q13A == 5 ~ 3.5*5;
B10Q13A == 6 ~ 4*5
ELSE ~ NA_real_),

temp_B10Q13B = case_when(B10Q13B == 1 ~ 0.5*2;
B10Q13B == 2 ~ 0.5*2;
B10Q13B == 3 ~ 1.5*2;
B10Q13B == 4 ~ 2.5*2;
B10Q13B == 5 ~ 3.5*2;
B10Q13B == 6 ~ 4*2;
ELSE ~ NA_real_)) %>%
select(temp_B10Q13A, temp_B10Q13B), na.rm = FALSE)/7) >= 1 &
(rowSums(mutate(.,
temp_B10Q13A = case_when(B10Q13A == 1 ~ 0*5;
B10Q13A == 2 ~ 0.5*5;
B10Q13A == 3 ~ 1.5*5;
B10Q13A == 4 ~ 2.5*5;
B10Q13A == 5 ~ 3.5*5;
B10Q13A == 6 ~ 4*5
ELSE ~ NA_real_),

temp_B10Q13B = case_when(B10Q13B == 1 ~ 0.5*2;
B10Q13B == 2 ~ 0.5*2;
B10Q13B == 3 ~ 1.5*2;
B10Q13B == 4 ~ 2.5*2;
B10Q13B == 5 ~ 3.5*2;
B10Q13B == 6 ~ 4*2;
ELSE ~ NA_real_)) %>%
select(temp_B10Q13A, temp_B10Q13B), na.rm = FALSE)/7) <= 3 ~ 2L;
(rowSums(mutate(.,
temp_B10Q13A = case_when(B10Q13A == 1 ~ 0*5;
B10Q13A == 2 ~ 0.5*5;
B10Q13A == 3 ~ 1.5*5;
B10Q13A == 4 ~ 2.5*5;
B10Q13A == 5 ~ 3.5*5;
B10Q13A == 6 ~ 4*5
ELSE ~ NA_real_),

temp_B10Q13B = case_when(B10Q13B == 1 ~ 0.5*2;
B10Q13B == 2 ~ 0.5*2;
B10Q13B == 3 ~ 1.5*2;
B10Q13B == 4 ~ 2.5*2;
B10Q13B == 5 ~ 3.5*2;
B10Q13B == 6 ~ 4*2;
ELSE ~ NA_real_)) %>%
select(temp_B10Q13A, temp_B10Q13B), na.rm = FALSE)/7) > 3 ~ 3L; 
ELSE ~ NA_integer_)
",,
